zone,day,hour,is_weekend,is_peak_hour,traffic,aqi,weather,fuel_consumption,power
Zone6,28,11,1,0,125,115,0,7.38,464
Zone6,28,12,1,0,147,99,1,8.67,488
Zone6,28,13,1,0,128,107,1,7.55,417
Zone6,28,14,1,0,125,113,1,7.38,414
Zone6,28,15,1,0,164,107,1,9.68,487
Zone6,28,16,1,0,97,80,2,5.72,454
Zone6,28,17,1,1,489,308,2,28.85,643
Zone6,28,18,1,1,452,305,1,26.67,637
Zone6,28,19,1,1,433,288,1,25.55,618
Zone6,28,20,1,1,435,300,0,25.66,631
Zone6,28,21,1,0,121,89,0,7.14,481
Zone6,28,22,1,0,148,123,1,8.73,442
Zone6,28,23,1,0,144,98,0,8.5,449
Zone6,29,0,0,0,183,151,2,10.8,532
Zone6,29,1,0,0,173,111,0,10.21,468
Zone6,29,2,0,0,134,95,1,7.91,487
Zone6,29,3,0,0,149,114,2,8.79,463
Zone6,29,4,0,0,182,148,1,10.74,520
Zone6,29,5,0,0,147,117,0,8.67,464
Zone6,29,6,0,0,130,97,2,7.67,459
Zone6,29,7,0,1,291,213,1,17.17,531
Zone6,29,8,0,1,269,203,1,15.87,518
Zone6,29,9,0,1,318,197,2,18.76,543
Zone6,29,10,0,1,255,174,1,15.04,548
Zone6,29,11,0,0,148,101,0,8.73,486
Zone6,29,12,0,0,139,89,1,8.2,447
Zone6,29,13,0,0,197,122,0,11.62,496
Zone6,29,14,0,0,149,118,0,8.79,458
Zone6,29,15,0,0,179,124,2,10.56,486
Zone6,29,16,0,0,142,97,2,8.38,445
Zone6,29,17,0,1,471,291,0,27.79,606
Zone6,29,18,0,1,500,315,0,29.5,633
Zone6,29,19,0,1,482,294,0,28.44,679
Zone6,29,20,0,1,502,310,1,29.62,712
Zone6,29,21,0,0,153,116,1,9.03,438
Zone6,29,22,0,0,134,96,1,7.91,419
Zone6,29,23,0,0,139,118,2,8.2,460
Zone6,30,0,0,0,137,106,0,8.08,485
Zone6,30,1,0,0,142,96,2,8.38,431
Zone6,30,2,0,0,196,142,1,11.56,526
Zone6,30,3,0,0,164,138,0,9.68,439
Zone6,30,4,0,0,162,124,1,9.56,512
Zone6,30,5,0,0,183,131,1,10.8,480
Zone6,30,6,0,0,175,114,0,10.32,475
Zone6,30,7,0,1,276,187,2,16.28,546
Zone6,30,8,0,1,315,206,0,18.58,595
Zone6,30,9,0,1,252,171,1,14.87,483
Zone6,30,10,0,1,290,214,0,17.11,547
Zone6,30,11,0,0,158,119,2,9.32,519
Zone6,30,12,0,0,174,134,1,10.27,479
Zone6,30,13,0,0,188,135,0,11.09,508
Zone6,30,14,0,0,167,138,1,9.85,443
Zone6,30,15,0,0,155,100,2,9.14,470
Zone6,30,16,0,0,182,142,1,10.74,534
Zone6,30,17,0,1,472,319,0,27.85,646
Zone6,30,18,0,1,503,345,2,29.68,696
Zone6,30,19,0,1,490,309,0,28.91,707
Zone6,30,20,0,1,520,340,1,30.68,722
Zone6,30,21,0,0,190,141,0,11.21,541
Zone6,30,22,0,0,130,105,0,7.67,480
Zone6,30,23,0,0,147,98,2,8.67,471
Zone6,31,0,0,0,148,126,2,8.73,461
Zone6,31,1,0,0,171,119,1,10.09,473
Zone6,31,2,0,0,177,146,2,10.44,487
Zone6,31,3,0,0,151,104,2,8.91,457
Zone6,31,4,0,0,149,110,2,8.79,504
Zone6,31,5,0,0,178,141,1,10.5,444
Zone6,31,6,0,0,196,159,0,11.56,461
Zone6,31,7,0,1,267,200,2,15.75,555
Zone6,31,8,0,1,248,174,2,14.63,516
Zone6,31,9,0,1,308,224,0,18.17,529
Zone6,31,10,0,1,288,190,2,16.99,546
Zone6,31,11,0,0,181,121,0,10.68,477
Zone6,31,12,0,0,140,121,1,8.26,437
Zone6,31,13,0,0,161,112,1,9.5,532
Zone6,31,14,0,0,157,110,0,9.26,510
Zone6,31,15,0,0,131,120,1,7.73,480
Zone6,31,16,0,0,163,111,0,9.62,443
Zone6,31,17,0,1,504,345,0,29.74,659
Zone6,31,18,0,1,470,296,0,27.73,694
Zone6,31,19,0,1,525,346,2,30.97,667
Zone6,31,20,0,1,509,342,1,30.03,625
Zone6,31,21,0,0,176,129,0,10.38,450
Zone6,31,22,0,0,166,134,1,9.79,443
Zone6,31,23,0,0,190,129,1,11.21,494
Zone6,32,0,0,0,148,109,1,8.73,438
Zone6,32,1,0,0,163,130,0,9.62,510
Zone6,32,2,0,0,170,130,1,10.03,527
Zone6,32,3,0,0,141,106,1,8.32,514
Zone6,32,4,0,0,134,116,0,7.91,483
Zone6,32,5,0,0,137,118,2,8.08,502
Zone6,32,6,0,0,151,115,0,8.91,429
Zone6,32,7,0,1,298,214,2,17.58,562
Zone6,32,8,0,1,285,200,0,16.81,546
Zone6,32,9,0,1,303,223,1,17.88,522
Zone6,32,10,0,1,262,199,0,15.46,505
Zone6,32,11,0,0,170,128,0,10.03,483
Zone6,32,12,0,0,178,117,1,10.5,478
Zone6,32,13,0,0,133,100,1,7.85,477
Zone6,32,14,0,0,154,102,0,9.09,501
Zone6,32,15,0,0,171,108,2,10.09,511
Zone6,32,16,0,0,180,142,0,10.62,466
Zone6,32,17,0,1,471,305,2,27.79,698
Zone6,32,18,0,1,520,334,2,30.68,717
Zone6,32,19,0,1,499,318,1,29.44,632
Zone6,32,20,0,1,513,344,0,30.27,721
Zone6,32,21,0,0,137,106,1,8.08,504
Zone6,32,22,0,0,135,106,0,7.96,468
Zone6,32,23,0,0,141,118,2,8.32,442
Zone6,33,0,0,0,170,133,1,10.03,450
Zone6,33,1,0,0,130,85,1,7.67,471
Zone6,33,2,0,0,200,157,2,11.8,515
Zone6,33,3,0,0,195,120,0,11.5,451
Zone6,33,4,0,0,187,149,1,11.03,469
Zone6,33,5,0,0,198,162,2,11.68,458
Zone6,33,6,0,0,149,129,0,8.79,433
Zone6,33,7,0,1,280,203,2,16.52,557
Zone6,33,8,0,1,317,193,0,18.7,616
Zone6,33,9,0,1,273,167,0,16.11,522
Zone6,33,10,0,1,258,159,2,15.22,533
Zone6,33,11,0,0,189,126,0,11.15,475
Zone6,33,12,0,0,140,125,2,8.26,427
Zone6,33,13,0,0,146,104,0,8.61,477
Zone6,33,14,0,0,167,114,2,9.85,510
Zone6,33,15,0,0,186,120,1,10.97,539
Zone6,33,16,0,0,173,143,2,10.21,530
Zone6,33,17,0,1,525,340,2,30.97,689
Zone6,33,18,0,1,493,332,2,29.09,690
Zone6,33,19,0,1,525,346,1,30.97,672
Zone6,33,20,0,1,513,342,0,30.27,639
Zone6,33,21,0,0,174,133,0,10.27,448
Zone6,33,22,0,0,176,135,2,10.38,499
Zone6,33,23,0,0,172,115,1,10.15,528
Zone6,34,0,1,0,114,104,1,6.73,447
Zone6,34,1,1,0,152,106,2,8.97,502
Zone6,34,2,1,0,107,73,0,6.31,411
Zone6,34,3,1,0,127,89,0,7.49,513
Zone6,34,4,1,0,150,132,2,8.85,524
Zone6,34,5,1,0,136,119,1,8.02,491
Zone6,34,6,1,0,129,103,1,7.61,425
Zone6,34,7,1,1,219,152,0,12.92,560
Zone6,34,8,1,1,219,151,2,12.92,551
Zone6,34,9,1,1,239,169,0,14.1,541
Zone6,34,10,1,1,223,143,0,13.16,553
Zone6,34,11,1,0,164,117,1,9.68,496
Zone6,34,12,1,0,163,119,2,9.62,480
Zone6,34,13,1,0,158,111,1,9.32,438
Zone6,34,14,1,0,128,106,2,7.55,436
Zone6,34,15,1,0,136,121,0,8.02,476
Zone6,34,16,1,0,126,81,2,7.43,418
Zone6,34,17,1,1,458,279,1,27.02,618
Zone6,34,18,1,1,445,287,2,26.25,650
Zone6,34,19,1,1,491,321,1,28.97,654
Zone6,34,20,1,1,487,299,2,28.73,692
Zone6,34,21,1,0,100,90,2,5.9,412
Zone6,34,22,1,0,159,127,1,9.38,522
Zone6,34,23,1,0,138,116,1,8.14,514
Zone6,35,0,1,0,162,112,0,9.56,502
Zone6,35,1,1,0,143,116,0,8.44,496
Zone6,35,2,1,0,96,67,2,5.66,441
Zone6,35,3,1,0,160,130,0,9.44,481
Zone6,35,4,1,0,97,64,2,5.72,417
Zone6,35,5,1,0,113,96,0,6.67,420
Zone6,35,6,1,0,108,107,2,6.37,449
Zone6,35,7,1,1,226,163,2,13.33,472
Zone6,35,8,1,1,253,190,0,14.93,549
Zone6,35,9,1,1,259,180,1,15.28,487
Zone6,35,10,1,1,242,183,0,14.28,492
Zone6,35,11,1,0,151,132,2,8.91,527
Zone6,35,12,1,0,117,74,2,6.9,412
Zone6,35,13,1,0,128,107,0,7.55,463
Zone6,35,14,1,0,154,115,1,9.09,439
Zone6,35,15,1,0,102,96,2,6.02,434
Zone6,35,16,1,0,154,116,1,9.09,480
Zone6,35,17,1,1,427,260,0,25.19,620
Zone6,35,18,1,1,428,297,2,25.25,637
Zone6,35,19,1,1,485,298,2,28.61,688
Zone6,35,20,1,1,445,284,2,26.25,600
Zone6,35,21,1,0,127,100,0,7.49,424
Zone6,35,22,1,0,162,114,2,9.56,473
Zone6,35,23,1,0,98,84,0,5.78,404
Zone6,36,0,0,0,195,129,1,11.5,499
Zone6,36,1,0,0,159,119,2,9.38,447
Zone6,36,2,0,0,183,118,2,10.8,544
Zone6,36,3,0,0,174,113,0,10.27,466
Zone6,36,4,0,0,179,131,2,10.56,502
Zone6,36,5,0,0,168,137,0,9.91,473
Zone6,36,6,0,0,199,147,2,11.74,505
Zone6,36,7,0,1,258,173,1,15.22,529
Zone6,36,8,0,1,273,182,2,16.11,498
Zone6,36,9,0,1,288,177,0,16.99,542
Zone6,36,10,0,1,306,205,1,18.05,557
Zone6,36,11,0,0,152,94,1,8.97,439
Zone6,36,12,0,0,197,141,1,11.62,497
Zone6,36,13,0,0,140,107,2,8.26,451
Zone6,36,14,0,0,184,154,0,10.86,519
Zone6,36,15,0,0,154,98,0,9.09,523
Zone6,36,16,0,0,185,136,2,10.91,476
Zone6,36,17,0,1,479,310,2,28.26,695
Zone6,36,18,0,1,473,299,1,27.91,618
Zone6,36,19,0,1,482,321,2,28.44,664
Zone6,36,20,0,1,460,298,2,27.14,604
Zone6,36,21,0,0,158,126,1,9.32,463
Zone6,36,22,0,0,168,136,0,9.91,512
Zone6,36,23,0,0,154,124,1,9.09,493
Zone6,37,0,0,0,161,117,1,9.5,476
Zone6,37,1,0,0,146,125,2,8.61,432
Zone6,37,2,0,0,159,127,1,9.38,452
Zone6,37,3,0,0,165,137,0,9.73,455
Zone6,37,4,0,0,148,123,2,8.73,513
Zone6,37,5,0,0,162,108,2,9.56,438
Zone6,37,6,0,0,162,138,2,9.56,524
Zone6,37,7,0,1,303,213,0,17.88,587
Zone6,37,8,0,1,289,202,2,17.05,562
Zone6,37,9,0,1,296,216,1,17.46,537
Zone6,37,10,0,1,252,172,2,14.87,575
Zone6,37,11,0,0,154,104,1,9.09,499
Zone6,37,12,0,0,165,122,1,9.73,485
Zone6,37,13,0,0,152,134,1,8.97,439
Zone6,37,14,0,0,156,114,0,9.2,442
Zone6,37,15,0,0,181,146,0,10.68,539
Zone6,37,16,0,0,172,124,1,10.15,440
Zone6,37,17,0,1,505,341,2,29.79,653
Zone6,37,18,0,1,468,319,2,27.61,664
Zone6,37,19,0,1,467,293,1,27.55,630
Zone6,37,20,0,1,522,331,0,30.8,644
Zone6,37,21,0,0,162,133,2,9.56,497
Zone6,37,22,0,0,189,144,0,11.15,468
Zone6,37,23,0,0,198,147,2,11.68,506
Zone6,38,0,0,0,177,142,2,10.44,521
Zone6,38,1,0,0,148,125,2,8.73,471
Zone6,38,2,0,0,174,112,0,10.27,444
Zone6,38,3,0,0,182,127,1,10.74,519
Zone6,38,4,0,0,131,104,2,7.73,427
Zone6,38,5,0,0,197,159,2,11.62,548
Zone6,38,6,0,0,169,130,0,9.97,518
Zone6,38,7,0,1,264,164,2,15.58,554
Zone6,38,8,0,1,255,179,1,15.04,569
Zone6,38,9,0,1,280,206,0,16.52,582
Zone6,38,10,0,1,310,212,0,18.29,544
Zone6,38,11,0,0,130,107,0,7.67,466
Zone6,38,12,0,0,176,133,1,10.38,472
Zone6,38,13,0,0,192,120,2,11.33,476
Zone6,38,14,0,0,191,141,2,11.27,517
Zone6,38,15,0,0,193,131,0,11.39,493
Zone6,38,16,0,0,167,122,2,9.85,445
Zone6,38,17,0,1,525,352,1,30.97,727
Zone6,38,18,0,1,517,316,1,30.5,650
Zone6,38,19,0,1,476,307,0,28.08,648
Zone6,38,20,0,1,526,340,1,31.03,707
Zone6,38,21,0,0,196,130,0,11.56,537
Zone6,38,22,0,0,167,119,1,9.85,495
Zone6,38,23,0,0,193,142,1,11.39,484
Zone6,39,0,0,0,162,128,2,9.56,518
Zone6,39,1,0,0,155,106,1,9.14,480
Zone6,39,2,0,0,160,119,0,9.44,450
Zone6,39,3,0,0,164,114,0,9.68,526
Zone6,39,4,0,0,157,135,1,9.26,469
Zone6,39,5,0,0,157,120,0,9.26,514
Zone6,39,6,0,0,150,110,1,8.85,468
Zone6,39,7,0,1,292,217,0,17.23,538
Zone6,39,8,0,1,268,167,2,15.81,527
Zone6,39,9,0,1,268,171,1,15.81,577
Zone6,39,10,0,1,281,176,2,16.58,507
Zone6,39,11,0,0,160,134,0,9.44,512
Zone6,39,12,0,0,140,101,2,8.26,493
Zone6,39,13,0,0,188,132,1,11.09,454
Zone6,39,14,0,0,141,117,1,8.32,451
Zone6,39,15,0,0,186,126,0,10.97,498
Zone6,39,16,0,0,157,119,2,9.26,501
Zone6,39,17,0,1,525,337,2,30.97,723
Zone6,39,18,0,1,482,318,2,28.44,692
Zone6,39,19,0,1,487,295,0,28.73,621
Zone6,39,20,0,1,530,361,0,31.27,670
Zone6,39,21,0,0,133,85,1,7.85,419
Zone6,39,22,0,0,172,115,0,10.15,457
Zone6,39,23,0,0,197,150,1,11.62,510
Zone6,40,0,0,0,155,112,0,9.14,466
Zone6,40,1,0,0,131,120,0,7.73,434
Zone6,40,2,0,0,177,109,2,10.44,453
Zone6,40,3,0,0,167,130,1,9.85,526
Zone6,40,4,0,0,198,135,1,11.68,465
Zone6,40,5,0,0,150,113,2,8.85,501
Zone6,40,6,0,0,132,99,1,7.79,424
Zone6,40,7,0,1,303,223,1,17.88,569
Zone6,40,8,0,1,305,209,1,17.99,586
Zone6,40,9,0,1,300,211,0,17.7,605
Zone6,40,10,0,1,305,194,0,17.99,570
Zone6,40,11,0,0,158,132,0,9.32,443
Zone6,40,12,0,0,137,120,0,8.08,507
Zone6,40,13,0,0,166,110,2,9.79,504
Zone6,40,14,0,0,179,112,1,10.56,449
Zone6,40,15,0,0,160,135,1,9.44,515
Zone6,40,16,0,0,182,115,0,10.74,519
Zone6,40,17,0,1,508,331,0,29.97,645
Zone6,40,18,0,1,489,322,2,28.85,637
Zone6,40,19,0,1,471,287,0,27.79,618
Zone6,40,20,0,1,516,316,1,30.44,728
Zone6,40,21,0,0,199,138,0,11.74,552
Zone6,40,22,0,0,184,141,2,10.86,513
Zone6,40,23,0,0,155,120,2,9.14,522
Zone6,41,0,1,0,131,94,1,7.73,468
Zone6,41,1,1,0,108,93,2,6.37,416
Zone6,41,2,1,0,145,118,0,8.55,453
Zone6,41,3,1,0,147,119,2,8.67,441
Zone6,41,4,1,0,133,121,0,7.85,462
Zone6,41,5,1,0,140,115,1,8.26,439
Zone6,41,6,1,0,132,114,2,7.79,482
Zone6,41,7,1,1,252,193,0,14.87,570
Zone6,41,8,1,1,238,181,1,14.04,536
Zone6,41,9,1,1,263,183,1,15.52,507
Zone6,41,10,1,1,233,156,2,13.75,489
Zone6,41,11,1,0,105,79,0,6.19,407
Zone6,41,12,1,0,135,119,2,7.96,460
Zone6,41,13,1,0,155,97,2,9.14,517
Zone6,41,14,1,0,143,96,1,8.44,447
Zone6,41,15,1,0,101,100,2,5.96,427
Zone6,41,16,1,0,139,86,1,8.2,435
Zone6,41,17,1,1,495,316,0,29.2,707
Zone6,41,18,1,1,482,311,2,28.44,684
Zone6,41,19,1,1,467,312,0,27.55,612
Zone6,41,20,1,1,437,305,2,25.78,671
Zone6,41,21,1,0,139,106,1,8.2,450
Zone6,41,22,1,0,152,119,2,8.97,522
Zone6,41,23,1,0,120,87,0,7.08,420
Zone6,42,0,1,0,113,72,0,6.67,410
Zone6,42,1,1,0,164,106,0,9.68,528
Zone6,42,2,1,0,122,81,2,7.2,470
Zone6,42,3,1,0,140,95,0,8.26,448
Zone6,42,4,1,0,154,112,2,9.09,472
Zone6,42,5,1,0,151,98,2,8.91,444
Zone6,42,6,1,0,125,80,0,7.38,421
Zone6,42,7,1,1,255,190,0,15.04,533
Zone6,42,8,1,1,273,207,2,16.11,563
Zone6,42,9,1,1,247,165,0,14.57,495
Zone6,42,10,1,1,265,186,1,15.63,513
Zone6,42,11,1,0,95,99,0,5.6,446
Zone6,42,12,1,0,142,96,0,8.38,472
Zone6,42,13,1,0,164,127,1,9.68,475
Zone6,42,14,1,0,118,99,1,6.96,416
Zone6,42,15,1,0,117,88,0,6.9,493
Zone6,42,16,1,0,151,117,2,8.91,517
Zone6,42,17,1,1,494,324,2,29.15,699
Zone6,42,18,1,1,469,305,2,27.67,604
Zone6,42,19,1,1,477,299,0,28.14,651
Zone6,42,20,1,1,471,307,0,27.79,651
Zone6,42,21,1,0,156,117,1,9.2,469
Zone6,42,22,1,0,118,74,0,6.96,439
Zone6,42,23,1,0,131,92,2,7.73,511
Zone6,43,0,0,0,139,92,2,8.2,420
Zone6,43,1,0,0,170,113,1,10.03,509
Zone6,43,2,0,0,199,128,2,11.74,476
Zone6,43,3,0,0,176,112,1,10.38,539
Zone6,43,4,0,0,170,117,0,10.03,497
Zone6,43,5,0,0,151,120,2,8.91,504
Zone6,43,6,0,0,180,148,2,10.62,459
Zone6,43,7,0,1,309,221,2,18.23,560
Zone6,43,8,0,1,265,183,0,15.63,560
Zone6,43,9,0,1,255,170,2,15.04,540
Zone6,43,10,0,1,278,174,0,16.4,575
Zone6,43,11,0,0,198,150,2,11.68,529
Zone6,43,12,0,0,164,102,1,9.68,468
Zone6,43,13,0,0,200,126,0,11.8,505
Zone6,43,14,0,0,152,99,2,8.97,486
Zone6,43,15,0,0,170,105,2,10.03,457
Zone6,43,16,0,0,198,152,0,11.68,487
Zone6,43,17,0,1,530,332,1,31.27,645
Zone6,43,18,0,1,509,309,2,30.03,641
Zone6,43,19,0,1,493,299,1,29.09,687
Zone6,43,20,0,1,462,301,2,27.26,653
Zone6,43,21,0,0,172,111,2,10.15,452
Zone6,43,22,0,0,200,157,2,11.8,484
Zone6,43,23,0,0,166,143,0,9.79,524
Zone6,44,0,0,0,144,101,1,8.5,455
Zone6,44,1,0,0,188,129,2,11.09,545
Zone6,44,2,0,0,194,154,2,11.45,537
Zone6,44,3,0,0,164,107,1,9.68,442
Zone6,44,4,0,0,154,114,1,9.09,519
Zone6,44,5,0,0,139,109,1,8.2,474
Zone6,44,6,0,0,154,130,1,9.09,448
Zone6,44,7,0,1,289,213,1,17.05,601
Zone6,44,8,0,1,259,178,1,15.28,493
Zone6,44,9,0,1,305,222,1,17.99,607
Zone6,44,10,0,1,261,188,2,15.4,582
Zone6,44,11,0,0,178,141,0,10.5,540
Zone6,44,12,0,0,175,138,2,10.32,492
Zone6,44,13,0,0,150,118,0,8.85,443
Zone6,44,14,0,0,149,131,2,8.79,516
Zone6,44,15,0,0,161,118,2,9.5,529
Zone6,44,16,0,0,182,114,0,10.74,525
Zone6,44,17,0,1,529,321,1,31.21,700
Zone6,44,18,0,1,516,314,1,30.44,711
Zone6,44,19,0,1,468,306,2,27.61,687
Zone6,44,20,0,1,513,326,2,30.27,718
Zone6,44,21,0,0,166,113,1,9.79,482
Zone6,44,22,0,0,192,144,0,11.33,480
Zone6,44,23,0,0,145,104,0,8.55,485
Zone6,45,0,0,0,133,119,0,7.85,488
Zone6,45,1,0,0,151,116,2,8.91,491
Zone6,45,2,0,0,140,110,2,8.26,483
Zone6,45,3,0,0,177,110,0,10.44,447
Zone6,45,4,0,0,141,124,0,8.32,427
Zone6,45,5,0,0,164,111,2,9.68,506
Zone6,45,6,0,0,147,108,2,8.67,483
Zone6,45,7,0,1,253,191,2,14.93,519
Zone6,45,8,0,1,310,195,2,18.29,533
Zone6,45,9,0,1,269,193,0,15.87,588
Zone6,45,10,0,1,311,203,2,18.35,525
Zone6,45,11,0,0,163,108,1,9.62,457
Zone6,45,12,0,0,172,122,0,10.15,479
Zone6,45,13,0,0,197,123,0,11.62,471
Zone6,45,14,0,0,157,112,1,9.26,464
Zone6,45,15,0,0,181,150,1,10.68,474
Zone6,45,16,0,0,136,94,1,8.02,514
Zone6,45,17,0,1,513,314,2,30.27,660
Zone6,45,18,0,1,513,325,1,30.27,694
Zone6,45,19,0,1,513,330,0,30.27,683
Zone6,45,20,0,1,517,338,1,30.5,633
Zone6,45,21,0,0,155,107,0,9.14,517
Zone6,45,22,0,0,170,130,1,10.03,469
Zone6,45,23,0,0,191,155,2,11.27,468
Zone6,46,0,0,0,143,104,2,8.44,517
Zone6,46,1,0,0,191,146,1,11.27,474
Zone6,46,2,0,0,165,124,1,9.73,460
Zone6,46,3,0,0,200,136,2,11.8,497
Zone6,46,4,0,0,199,157,1,11.74,454
Zone6,46,5,0,0,189,123,0,11.15,501
Zone6,46,6,0,0,198,160,2,11.68,460
Zone6,46,7,0,1,285,191,1,16.81,518
Zone6,46,8,0,1,272,193,0,16.05,516
Zone6,46,9,0,1,285,197,1,16.81,559
Zone6,46,10,0,1,297,193,1,17.52,595
Zone6,46,11,0,0,136,87,0,8.02,486
Zone6,46,12,0,0,181,122,2,10.68,446
Zone6,46,13,0,0,170,122,1,10.03,502
Zone6,46,14,0,0,137,93,2,8.08,463
Zone6,46,15,0,0,184,132,0,10.86,450
Zone6,46,16,0,0,181,146,0,10.68,532
Zone6,46,17,0,1,502,333,1,29.62,635
Zone6,46,18,0,1,479,296,2,28.26,657
Zone6,46,19,0,1,502,311,2,29.62,658
Zone6,46,20,0,1,519,351,1,30.62,671
Zone6,46,21,0,0,144,96,0,8.5,494
Zone6,46,22,0,0,138,114,0,8.14,456
Zone6,46,23,0,0,173,122,0,10.21,515
Zone6,47,0,0,0,181,142,1,10.68,537
Zone6,47,1,0,0,158,128,0,9.32,451
Zone6,47,2,0,0,151,134,1,8.91,466
Zone6,47,3,0,0,143,129,0,8.44,478
Zone6,47,4,0,0,184,152,1,10.86,505
Zone6,47,5,0,0,171,135,0,10.09,512
Zone6,47,6,0,0,200,134,1,11.8,515
Zone6,47,7,0,1,252,182,0,14.87,535
Zone6,47,8,0,1,259,162,0,15.28,572
Zone6,47,9,0,1,260,165,2,15.34,579
Zone6,47,10,0,1,269,192,0,15.87,572
Zone6,47,11,0,0,189,157,0,11.15,467
Zone6,47,12,0,0,166,107,1,9.79,506
Zone6,47,13,0,0,147,110,1,8.67,478
Zone6,47,14,0,0,180,148,1,10.62,485
Zone6,47,15,0,0,185,134,1,10.91,531
Zone6,47,16,0,0,158,101,0,9.32,452
Zone6,47,17,0,1,463,297,2,27.32,609
Zone6,47,18,0,1,468,307,0,27.61,691
Zone6,47,19,0,1,509,320,2,30.03,641
Zone6,47,20,0,1,518,336,1,30.56,682
Zone6,47,21,0,0,173,124,1,10.21,476
Zone6,47,22,0,0,200,149,0,11.8,465
Zone6,47,23,0,0,175,118,1,10.32,488
Zone6,48,0,1,0,118,77,0,6.96,489
Zone6,48,1,1,0,108,86,1,6.37,495
Zone6,48,2,1,0,100,77,0,5.9,402
Zone6,48,3,1,0,101,75,2,5.96,455
Zone6,48,4,1,0,104,80,2,6.14,453
Zone6,48,5,1,0,154,103,1,9.09,475
Zone6,48,6,1,0,106,83,0,6.25,452
Zone6,48,7,1,1,226,146,1,13.33,525
Zone6,48,8,1,1,232,156,1,13.69,492
Zone6,48,9,1,1,237,168,2,13.98,570
Zone6,48,10,1,1,227,159,1,13.39,529
Zone6,48,11,1,0,151,112,0,8.91,464
Zone6,48,12,1,0,100,74,1,5.9,435
Zone6,48,13,1,0,144,101,0,8.5,497
Zone6,48,14,1,0,121,115,1,7.14,499
Zone6,48,15,1,0,111,96,1,6.55,486
Zone6,48,16,1,0,162,109,1,9.56,507
Zone6,48,17,1,1,425,280,1,25.07,582
Zone6,48,18,1,1,456,289,0,26.9,636
Zone6,48,19,1,1,493,326,2,29.09,651
Zone6,48,20,1,1,432,265,2,25.49,621
Zone6,48,21,1,0,137,89,2,8.08,463
Zone6,48,22,1,0,94,63,1,5.55,446
Zone6,48,23,1,0,144,101,0,8.5,440
Zone6,49,0,1,0,138,111,2,8.14,476
Zone6,49,1,1,0,145,106,1,8.55,439
Zone6,49,2,1,0,126,94,1,7.43,413
Zone6,49,3,1,0,143,97,2,8.44,449
Zone6,49,4,1,0,129,105,0,7.61,490
Zone6,49,5,1,0,114,109,1,6.73,473
Zone6,49,6,1,0,112,76,0,6.61,489
Zone6,49,7,1,1,252,182,1,14.87,554
Zone6,49,8,1,1,242,171,0,14.28,552
Zone6,49,9,1,1,249,192,1,14.69,507
Zone6,49,10,1,1,263,167,1,15.52,548
Zone6,49,11,1,0,95,97,1,5.6,447
Zone6,49,12,1,0,117,93,2,6.9,493
Zone6,49,13,1,0,135,111,1,7.96,468
Zone6,49,14,1,0,144,130,1,8.5,432
Zone6,49,15,1,0,159,111,1,9.38,470
Zone6,49,16,1,0,141,89,1,8.32,520
Zone6,49,17,1,1,451,284,0,26.61,685
Zone6,49,18,1,1,478,299,1,28.2,652
Zone6,49,19,1,1,452,311,0,26.67,688
Zone6,49,20,1,1,427,260,0,25.19,590
Zone6,49,21,1,0,104,98,0,6.14,403
Zone6,49,22,1,0,160,114,1,9.44,491
Zone6,49,23,1,0,146,98,2,8.61,460
Zone6,50,0,0,0,191,137,0,11.27,477
Zone6,50,1,0,0,200,158,0,11.8,473
Zone6,50,2,0,0,162,132,2,9.56,454
Zone6,50,3,0,0,130,120,2,7.67,490
Zone6,50,4,0,0,180,137,2,10.62,473
Zone6,50,5,0,0,174,133,2,10.27,477
Zone6,50,6,0,0,163,129,2,9.62,492
Zone6,50,7,0,1,308,200,2,18.17,607
Zone6,50,8,0,1,250,162,2,14.75,544
Zone6,50,9,0,1,306,192,1,18.05,563
Zone6,50,10,0,1,251,168,1,14.81,503
Zone6,50,11,0,0,132,102,0,7.79,456
Zone6,50,12,0,0,158,114,0,9.32,447
Zone6,50,13,0,0,150,97,1,8.85,513
Zone6,50,14,0,0,177,149,1,10.44,446
Zone6,50,15,0,0,182,143,2,10.74,456
Zone6,50,16,0,0,184,153,1,10.86,490
Zone6,50,17,0,1,498,333,2,29.38,663
Zone6,50,18,0,1,525,334,1,30.97,666
Zone6,50,19,0,1,491,312,2,28.97,625
Zone6,50,20,0,1,482,309,2,28.44,613
Zone6,50,21,0,0,131,112,1,7.73,473
Zone6,50,22,0,0,167,110,1,9.85,507
Zone6,50,23,0,0,152,130,0,8.97,468
Zone6,51,0,0,0,158,110,0,9.32,508
Zone6,51,1,0,0,187,146,2,11.03,490
Zone6,51,2,0,0,176,124,1,10.38,488
Zone6,51,3,0,0,190,117,0,11.21,501
Zone6,51,4,0,0,179,147,0,10.56,526
Zone6,51,5,0,0,178,140,2,10.5,526
Zone6,51,6,0,0,184,140,2,10.86,510
Zone6,51,7,0,1,305,197,2,17.99,533
Zone6,51,8,0,1,308,220,2,18.17,571
Zone6,51,9,0,1,284,210,0,16.76,591
Zone6,51,10,0,1,306,217,1,18.05,581
Zone6,51,11,0,0,191,131,1,11.27,535
Zone6,51,12,0,0,133,94,2,7.85,449
Zone6,51,13,0,0,131,112,0,7.73,482
Zone6,51,14,0,0,186,145,2,10.97,521
Zone6,51,15,0,0,141,121,2,8.32,477
Zone6,51,16,0,0,199,130,0,11.74,527
